E,N,Z
9.82,26.8,-54.9
5.27,23.7,-52.8
-13,16.4,-50.5
-22.9,8.77,-45.7
-13.1,-0.185,-38.2
6.7,-9.41,-30.4
24.7,-19.8,-23.8
44.8,-29.4,-20.2
59.3,-37.4,-18
59.7,-42.5,-16.5
50.9,-45.7,-17.7
49.5,-50.1,-19.9
63.9,-52.8,-21.8
65.8,-53.6,-23
45.2,-52.6,-24.4
23.1,-47.9,-25.9
21.9,-42.8,-23.3
33.7,-36.1,-18.3
27.4,-25.5,-12.1
20.9,-17,-5.48
31.3,-14.6,-2
33.5,-19,-2.29
17,-29,-5.08
5.02,-41.5,-8.36
6.38,-54.2,-12.6
2.26,-62.5,-18.5
-0.769,-64.7,-21.5
0.0346,-65.4,-21.9
-11.2,-64,-23.7
-24.8,-56.5,-22.4
-23.9,-44.3,-16.8
-11.2,-31.3,-7.3
-2.39,-22,4.82
-3.51,-18.8,12.4
-1.41,-18.7,17.1
10.8,-18.4,20.5
13.6,-17.6,22.1
-5.49,-15.1,25.4
-22.5,-8.36,25.5
-10.6,-1.45,23.3
13.7,2.9,23.9
19.7,7.9,23
15.7,11.7,22.9
8.16,9.91,21.3
-11.3,7.29,13.4
-26.2,11.2,5.43
-23.8,20,-2.95
-2.12,30.5,-9.27
28,41.1,-10.9
32.5,49.8,-11.7
9.65,57.2,-11.4
-10.7,62.8,-9.22
-16.7,66.7,-7.25
-20.9,71.4,-5.4
-20.2,73.8,-1.79
-2.36,70.3,1.37
4.98,63.7,4.14
-2.92,53,9.89
6.66,34.7,19.8
25.2,12.6,30.4
32.6,-4.2,32.8
41.7,-11.2,31.2
51.8,-13.6,34.7
45.8,-15.8,35.4
42.3,-16.5,31.5
52,-18,32
51.3,-21.7,32.9
44.8,-28.2,31.6
50.4,-37.9,28.1
58.6,-44.5,18
53.2,-45.6,5.21
41.5,-42.2,-5.13
38.6,-33.3,-11.7
33.2,-23.5,-16
18.8,-18.7,-18.3
8.19,-18.6,-16.3
7.57,-18.9,-12.7
10.1,-20.6,-7.6
4.03,-27.4,-1.43
-4.43,-35.3,3.97
1.47,-40.6,8.01
15.3,-42.6,7.28
11.6,-43.2,3.81
-8.92,-44.7,-1.51
-22,-45.2,-9.87
-22.3,-46.2,-19.2
-22,-46,-27.2
-33.3,-44.2,-32.9
-44.4,-44.5,-35.7
-36.9,-46.9,-35
-20.5,-49.7,-33.6
-11.2,-50.1,-30.2
-14.9,-48.6,-20.2
-26.8,-47.6,-5.85
-32.5,-44.5,7.1
-21.3,-39.6,14.3
-4.13,-34.6,15.5
-0.885,-25.3,14.5
-5.29,-11.4,12.2
-6.63,2.58,7.92
-8.13,15.1,5.77
-10.8,25.1,8.83
-17.3,32.6,12.5
-26.4,38.9,13.5
-30,43.9,15.8
-24,47.2,18.2
-17.3,47.4,16.4
-26.3,43.9,11.6
-41.1,38.5,5.94
-37.3,32.7,1.56
-20.3,28.8,-1.7
-8.11,24.8,-3.4
-7.68,17.3,-2.71
-20.5,11.4,-0.488
-27.5,7.69,5.04
-6.47,3.86,13
10.2,3.81,20.5
-5.75,8.28,26
-21.2,11.7,30.1
-18.1,10.5,34.9
-8.45,8.41,39.1
-11.4,11.2,41.3
-27.1,17.5,39.8
-19.3,18.9,36.4
3.57,14,31.9
4.85,11.6,20.7
0.63,14.5,8.82
17.4,17.8,5.48
37.1,20.7,5.19
29.8,26.4,1.61
7.72,30.2,-2.73
-4.21,28.1,-3.91
-7.89,23.1,-3.09
-10.2,18.6,-0.252
-4.99,13.4,4.35
12.1,9.03,7.32
20.3,7.99,8.72
4.29,5.55,6.2
-13,-0.00177,0.7
-16.7,-6.11,-1.2
-20.7,-12.6,-0.0291
-22.2,-18.8,1.04
-6.89,-25.6,3.17
12.2,-33.2,5.64
12.6,-39.9,3.82
-10.3,-44.3,-1.63
-28.3,-46.6,-6.32
-11.3,-48,-7.82
9.88,-46.9,-8.47
0.701,-44,-10.4
-16.7,-44.1,-8.49
-11.6,-46.3,-3.27
12.6,-45,2.5
24.7,-38.3,11.5
9.32,-27.8,23
-16.4,-16.3,34.9
-28.8,-4.67,44.1
-18.4,7.43,48.2
7.54,17.6,48.3
27.3,22.8,43.7
26.7,21.6,34.2
22.4,13.3,22.8
23.7,1.5,13.5
20.3,-3.78,10.6
15.3,0.356,12.6
23.1,2.53,13.1
38.4,1.23,12.2
42.1,2.94,11
39.7,3.16,6.83
37.8,1.94,1.24
28.5,1.82,-1.82
12.9,0.748,-0.207
-4.2,2.84,4.3
-7.99,7.9,9.66
7.84,12.3,15.4
30.5,17,19.4
45.2,20.9,20.2
36.4,24.6,18.5
11.6,27.5,15.3
-5.81,26.6,11.7
-11,25.5,6.72
3.82,25.3,0.638
38.8,18.2,-5.15
57.2,5.37,-13.2
38.9,-4.88,-20.1
14.5,-11.5,-18.5
13.9,-16.1,-9.53
23.9,-16.3,2.98
21.2,-9.94,16.8
15.6,-1.38,26.2
24.9,2.79,28.6
38.6,2.87,27.2
35.4,2.55,22.4
13.8,2.22,15.7
-7.06,2.55,12.7
-3.46,4.97,12.3
22.2,7.05,10.4
27.5,6.82,3.81
-0.717,3.53,-6.3
-19.7,-3.66,-10.6
-15.4,-12,-9.03
-14,-19.1,-5.63
-22.2,-25.1,1.05
-23.6,-29.4,8.8
-8.91,-31.7,17.8
9.86,-29.8,26.8
17.9,-23.3,31.6
16.1,-17.8,35.5
10.2,-14.5,40.8
-2.35,-8.04,44.5
-18.4,-0.785,45.3
-33.4,2.87,45.5
-40.4,4.34,45.2
-20.9,2.21,44.4
3.26,-3.01,41.8
-2.67,-6.88,33.1
-23,-11.4,22.7
-26.4,-20.8,14.3
-10.4,-29.2,6.64
3.11,-31.5,1.43
1.19,-31.9,-1.69
-10.1,-32.4,-3.81
-16.2,-32.4,-4.81
-10.5,-31.2,-6.21
-6.14,-26.4,-8.56
-9.13,-21.1,-9.99
-5.37,-19,-7.91
8.76,-20,-2.21
11.3,-20.3,3.86
-0.702,-16,9.16
0.0819,-10.1,16.5
23.5,-4.9,22.9
44.3,1.47,21
38.9,9.67,10.3
20.6,15.8,-2.54
12.6,16.5,-12
16.6,15.7,-17
18.4,15.5,-21
9.07,13.5,-28.2
1.6,8.76,-37.2
9.85,3.55,-46.5
29.5,-0.958,-54.4
36,-6.25,-61.4
17.4,-11.2,-68.8
4.97,-16.9,-71.3
18.8,-23.9,-68.1
34.1,-25.7,-66
30.3,-19.4,-64.3
26,-8.83,-56.5
39.8,2.97,-38.7
46.7,16.4,-15.6
26.1,26.6,-0.432
-1.03,29.7,3.36
-11.9,31.6,6.83
-3.86,35,12.6
1.55,38,13.2
-13.9,40.5,8.34
-25.4,39.7,6.27
-12.2,33.4,8.8
0.928,26.8,10.7
-0.685,25.1,10.7
-0.164,24.7,12.8
1.46,23.9,18
-5.9,29.5,21.1
-11.8,41.4,21.4
-18.5,52.3,21.4
-31.2,61.4,20.3
-25.7,67.5,16
-4.71,68,7.07
-8.85,62.7,-3.25
-34.3,53.7,-7.49
-35.1,40.5,-2.47
-14.8,23.4,4.16
-13.6,8.79,5.38
-20.9,-0.993,2.48
-13.7,-9.28,-2.75
-12.5,-16.6,-10.6
-19.5,-18.5,-21.8
-14.4,-15.8,-31.1
-4.97,-12.4,-34.6
-8.56,-7.37,-34.7
-22.1,-4.71,-31.6
-27,-6.45,-26.8
-15.5,-7.65,-21.7
3.34,-9,-16.1
19.7,-11.3,-11.3
26,-13.8,-6.84
30.7,-16.6,-4.45
50,-20.1,-2.07
65.9,-24.2,2.48
50.3,-26,5.95
28.7,-24.1,11.7
35.2,-20.6,21.7
47.8,-18.8,29.9
38.8,-18.7,32.4
23.5,-19.5,27.7
23,-22.8,17
27.2,-24.5,3.18
20.2,-18.7,-7.67
7.3,-11.6,-9.16
-3.23,-8.54,-6.11
-12.3,-7.78,-4.21
-14.8,-9.89,-3.63
-1.37,-12.4,-4.9
14.2,-11.3,-5.48
9.83,-8.51,-6.28
5.15,-9.75,-11.4
28.9,-16.6,-17.1
58.9,-22.8,-16.7
55.2,-24.4,-11.1
26.1,-21.2,-2.3
13.7,-17.5,14.9
22.9,-15.1,33.4
35.9,-9.36,41.8
44.1,-4.5,47.6
32.7,-4.73,52.2
-0.758,-7.26,52.2
-24.6,-10.8,52.1
-7.07,-15,48.1
22.8,-18.8,35.5
24.8,-18.2,17.9
10.3,-15.3,3.55
1.03,-12.3,-1.73
-1.83,-8.76,-4.49
-9.8,-6.86,-6.45
-15.6,-5.49,-4.28
-18.3,-1.85,-2.25
-25.8,8.78,0.0246
-28.7,22.6,5.46
-27.9,32.8,9.82
-15.9,40.1,12.1
2.4,44.6,17.2
7.27,48.3,22.3
5.95,52,24.6
3.97,52.1,27.2
3.78,46.5,30
3.96,34.1,34.7
0.57,9.26,39.6
6.1,-24.4,34.7
27.9,-50.8,19.2
43,-62.2,4.86
23.4,-67.5,-1.86
-7.61,-74.8,-9.17
-7.51,-78,-18.5
13.4,-75,-22.5
17.6,-68.2,-20.9
5.2,-57.9,-9.26
-6.14,-50.7,8.3
-18,-45,18.6
-25.7,-39.1,25.4
-20.7,-36.1,28.5
-9.07,-33.5,24.9
8.06,-30.2,17.2
30,-24.2,0.535
41.7,-11.8,-20.1
40.8,3.32,-31
45.7,12,-30.9
59.5,11,-25.8
56.1,6.11,-15.4
34,-0.457,1.5
30.8,-7.34,20.3
46.6,-7.92,27
47.6,-3.78,14.2
36.2,0.444,-2.04
36.3,5.09,-12.8
42.7,8.67,-22.2
40.6,11.5,-27.2
36.2,14.8,-26
32.3,17.7,-21.6
15,23.8,-17.8
-17.6,34.7,-18.7
-34.6,39.9,-24
-27.1,34.2,-29.5
-28.9,27.5,-34.5
-30.3,22.6,-39.9
-7.96,10.8,-42.3
5.76,-6.68,-40.3
-11.8,-20.4,-33.2
-31.4,-30.2,-22.9
-23.9,-39,-16.4
-6.66,-41.2,-16.6
-3.78,-30.5,-20.4
-13.3,-9.11,-22.3
-28.5,16.7,-18.8
-43.6,37,-10.8
-45.5,47.9,-4.1
-21.6,54.7,-2.59
-0.232,57.7,-2.43
-8.77,53.7,-6.56
-18,42.2,-16.1
-10.7,27.1,-26.5
3.17,16.4,-38.2
16.7,11.3,-45.2
24.4,7.46,-45.9
19.3,6.17,-43.5
1.97,8.82,-33.8
-7.2,11.2,-17.6
-12.9,11.4,-1.17
-23.9,10.2,8.27
-16.4,11.1,11.4
-8.77,17.8,14.7
-34.9,28.3,17.5
-69.4,36.6,19.4
-68.7,35.5,20.9
-36.4,25.6,19.6
-22.5,9.94,8.26
-34.8,-11.2,-11.8
-32.6,-30.7,-28.1
-20,-43.5,-35.8
-15.5,-48.2,-38
-1.87,-40.3,-38.5
40.8,-18.8,-28.6
75.6,11.1,-6.96
47,34.5,5.94
7.53,40.9,6.3
13.2,43.3,5
20.9,43.8,0.737
5.08,28.6,-12.4
-18.4,14.4,-27.1
-24.7,11.5,-27.2
-23.3,7.33,-14.6
-34.5,5.03,-3.15
-32.2,8.76,5.34
-16.4,14.6,11.9
-11.4,16.8,13
-23,18.1,10.8
-30.1,17.7,8.52
-20.6,7.71,6.45
-31.3,-7.47,-1.14
-50.2,-19.5,-11.3
-31.7,-25.3,-8.05
3.75,-29.1,0.533
21.1,-29.7,3.82
21.5,-27.4,2.5
19.7,-27.9,-6.96
13.9,-20.5,-18.9
6.65,-4.85,-28.9
0.432,3.44,-35.9
-10.6,-0.337,-34.9
-19.3,-11.9,-26.3
-20.1,-25.1,-15.8
-17.3,-35.1,-5.87
-17.7,-39.1,-0.981
-17.4,-37.9,-3.33
-14.6,-33.6,-7.41
-17.4,-22.8,-12.4
-23.3,-8.44,-17.1
-24.3,2.86,-17.1
-23.6,11.1,-10.8
-30.2,19.1,0.294
-28.6,27.1,12.4
-9.56,31,21.8
-5.22,35.8,24.7
-24.8,46.2,22.6
-36.2,55.4,19.5
-22.6,59.4,15.4
0.761,59.9,11.1
9.43,60.5,5.36
0.964,59.8,-4.2
-7.99,53.2,-16.3
-12.6,39.6,-28.4
-17.9,24.2,-36.4
-18.2,12.4,-38.4
-9.92,1.69,-36.4
-11.8,-7,-33.3
-26.4,-8.15,-30.1
-14.8,-4.56,-22.3
20.2,-1.82,-8.81
16.5,3.32,2.36
-28.4,13.5,8.68
-49,22.1,12.8
-28.8,27.1,15
-15.7,34.2,13.4
-15,41.7,9.66
8.44,37.6,13.6
32,21,25.4
16,7.49,31.6
-5.63,4.2,32.5
19.7,-0.442,37.8
57.3,-4.77,40.9
50.6,3.84,37.6
19.3,13.7,32.8
-2.13,19.3,24.5
-4.73,26.8,16.4
-0.141,29.8,11
-9.95,28.1,1.35
-33.3,23.8,-10.8
-51.4,18.3,-21.7
-50.7,14.4,-31.2
-34.9,14,-36.9
-13.4,19.3,-37.4
0.376,24.2,-36.2
1.32,26.7,-35.6
4.13,26.7,-32.9
7.32,21.2,-28.8
-0.138,13.4,-26.7
-11.4,3.97,-26.8
-10.8,-5.05,-29.1
3.16,-10.7,-29.8
9.42,-13.8,-23.5
6.36,-17.2,-10.8
6.73,-22.1,4.72
-4.31,-24.9,15.6
-22.1,-25.8,17.5
-12.9,-26.4,17.7
11.8,-23.8,17.9
15.4,-19.9,13.9
-3.5,-16.8,11.3
-18.2,-15,13.2
-1.86,-13.1,18.7
28.8,-7.76,28.7
35.4,-1.31,37.1
19.4,2.12,41.1
10.4,2.48,42.6
24.1,3.44,39.9
38.7,8.46,33.5
32.8,15.2,23.8
16.5,20.2,12.5
4.73,23.6,7.8
-2.44,28.8,13.2
-10.3,33.6,21.8
-17.2,30.9,24.8
-25,23.6,21
-17.8,18.8,12.8
15.5,16.9,5.21
39.1,17.2,0.787
30.2,17.1,-3.15
10.4,15.6,-3.5
12.1,13.6,-0.843
25.8,13.2,-1.26
16.8,18.8,-4.28
4.59,26.6,-6.57
16.5,31,-4.26
27.4,35.5,-0.328
19.8,43.1,2.32
11.7,47.7,5.04
7.53,47,2.11
9.86,49.1,-5.04
32.2,49.4,-8.87
43.8,42.8,-12.5
31.9,32,-17.8
24.3,11.1,-16.8
5.86,-12.8,-10
-18.4,-23.2,-6.47
-9.09,-28.8,-4.37
17.1,-37.5,-2.76
19,-38.9,-2.82
-7.26,-32.8,-1.42
-18.5,-26.3,-0.0586
3.5,-21.9,0.201
11.6,-18.4,-1.22
-0.419,-13.3,-4.84
-3.11,-12.3,-8.41
2.3,-16.7,-12.2
2.52,-20.3,-15
-6.03,-20.2,-13.2
-4.68,-16.9,-4.38
11.9,-13.5,10.2
21,-9.74,23.9
4.59,-4.21,30.1
-13.8,2.08,30.7
-4.43,4.51,32.2
2.17,3.17,30.8
-13.5,5.86,25.9
-13.9,9.6,23.4
7.04,6.56,21.5
1.67,2.22,18.3
-27,3.06,18.9
-16.7,2.56,26.5
19.2,-3.42,31.3
10.4,-5.5,28.8
-27.5,-1.84,24.8
-33.6,-2.09,22
-23.4,-5.07,20.5
-27.6,-1.47,15.9
-14.8,3.06,12.1
13.4,-1.56,14
10.5,-7.31,14.8
-1.72,-9.06,16.4
22.4,-13.5,22.3
51.6,-17.9,27.7
48.4,-16.4,30.9
41.2,-14.3,34.2
45.6,-18.1,37.4
27.5,-22.5,37
-10.7,-22.9,34.7
-23.5,-24,33.3
-5.72,-27.4,31.1
9.59,-29.3,26.5
13.3,-30,22.5
7.58,-34.3,24.2
-13.1,-40.1,26.2
-24.6,-41.9,26.3
-5.22,-42.3,28.7
18.5,-43,29.4
9.62,-42.1,26.2
-22.3,-41.7,21.1
-23.7,-44.4,15.9
14.9,-47.2,9.25
47,-46.9,-0.461
49.2,-46.4,-8.38
26.4,-49.8,-12.8
6.42,-54.6,-14.3
12.1,-56.1,-13.1
12.8,-55.1,-12.2
-8.94,-54.3,-11.5
-23.7,-55.5,-9.64
-18.9,-58.4,-9.5
-16.3,-58.1,-12.9
-28.6,-54.7,-17.3
-34.5,-54.1,-22.4
-22.3,-57.2,-27.5
-1.5,-58.8,-29.9
13,-58.3,-28.7
11.1,-57.7,-21.5
14.7,-55.6,-8.12
38.2,-50.1,6.28
51.4,-40.9,12.9
27.4,-31.2,9.9
-13.3,-22.2,4.28
-29.2,-13.7,-1.54
-15,-7.89,-4.85
-4.23,-4.37,-6.01
-16.5,-2.96,-5.78
-28.8,-5.38,0.25
-16.7,-12.5,8.48
6.17,-17.5,12.3
12.7,-10.1,10.9
9.69,2.48,8.28
18.5,8.42,7.3
27,12,6.39
23.5,18.4,3.54
18.3,26.2,-2.48
19,33.5,-7.42
22.5,36.5,-9.69
18.6,35.8,-10
8.41,34.4,-7.32
5.36,30.9,-5.57
27.5,24.4,-6.41
59.8,14.8,-11.8
59.7,3.35,-22.6
33.9,-10,-32.1
18.9,-23.5,-35.2
21,-27.7,-35.1
24.7,-20.4,-36.3
17.3,-8.54,-35.2
3.92,4.78,-31.1
-2.12,16.9,-27
-2.42,26.4,-22.7
-6.81,35.3,-20.9
-12.3,41.1,-22.9
-10,41.8,-27.2
-3.79,37.2,-32.6
-6.97,30.5,-37.5
-12,27.8,-40.5
1.19,25.5,-40.4
28.8,19.2,-39.6
47.5,9.4,-39.3
38.1,-0.529,-39.3
18.8,-5.3,-39.5
26.5,-4.59,-36.6
56.6,1.15,-30.7
76.6,12.5,-24.9
71.5,24.1,-21.2
43.8,29.6,-21
-2.97,34.7,-20.2
-46.5,43,-18.5
-61.1,49.3,-17.7
-53.3,54.3,-15.4
-39.9,58,-11.4
-35.3,58.9,-5.48
-41.2,60.5,0.616
-42.7,61.4,3.41
-36.9,61.8,3.76
-25.3,63.6,0.256
-10.4,64.9,-6.79
-1.17,65.1,-16.3
1.07,62.9,-28.1
0.815,57.3,-37.6
0.682,50.3,-44
11.2,44.3,-47.7
33.1,36.7,-49
36.2,27.5,-51.1
13.4,21,-53.2
-3.34,14.4,-53.8
-4.85,5.56,-53.1
-4.45,-0.552,-50.7
-2.68,-4.06,-42.6
2.46,-8.87,-26
-1.07,-13.5,-4.81
-14.8,-16.9,11.9
-13.2,-22,19.8
6.27,-28.4,24.3
6.72,-33,26.5
-12.4,-35.1,23.1
-1.14,-37,19.7
42.3,-38.5,18.2
49.6,-34.9,13.8
1.3,-30.3,9.19
-28.5,-32.1,10.1
-3.22,-36,15.6
21.3,-38,20.1
14.6,-41.1,22.9
-1.4,-47,25.6
-9.35,-54.7,26.5
-5.4,-60.5,25.7
6.5,-62.2,25.8
13.3,-62.9,25.9
-9.32,-62.5,25
-30.4,-55.6,24.6
-12.5,-40.7,22.6
-10.3,-28.3,12
-44.4,-29.9,0.756
-58.7,-38.6,2.46
-25.4,-42.1,9.98
21.7,-44.8,16.2
31.1,-47.8,22
17.7,-46.6,27.2
20.3,-46.8,34.6
24.3,-44.7,38.4
8.25,-36.9,38
-23.9,-28.8,41
-39.2,-24.6,44.6
-19.2,-25.3,46.5
0.117,-21.8,47.4
-3.19,-13.1,48.1
-15.8,-5.04,49.9
-13.3,3.74,53.5
7.56,12.6,57.1
6.85,18.1,53.1
-27.1,12.6,37.7
-55.5,-6.35,12.3
-50.5,-26.8,-11.7
-32.2,-33.3,-20.5
-34,-26.7,-20.1
-48.5,-17.4,-14.1
-51.9,-6.72,3.75
-38.9,3.89,22
-25.5,12.6,27.1
-33.9,24.8,25.7
-47,37.1,24.5
-34.6,43,22.7
-11,46,20.1
-4.87,51,16.8
-13.8,57.5,15.8
-12.9,62.2,17.9
-6.89,66.9,19.4
-9.83,73.2,19.9
-7.72,78.4,22.5
1.67,81.2,28
13.9,81.1,34.4
20.6,79.5,40.2
2.3,75.5,41.2
-22.8,68.2,34.3
-19.4,58,17.1
7.41,43.9,-8.34
29.4,31.4,-27.4
28.3,28.4,-33.8
6.84,30.5,-39.5
-12,31,-46.5
-12.9,37.2,-50.3
-9.21,49.1,-54.3
-15.4,57.8,-53.7
-22.8,66.8,-46.8
-21.7,76.9,-40.1
-18.9,86,-31.1
-15.2,93.1,-19.4
-4.11,95.4,-7.21
8.64,95,6.31
21.5,92.4,16.8
30.2,86.4,21.6
21.3,71.3,17.5
-1.92,40.4,-0.00773
-15.9,6.01,-22.7
-3.64,-8.68,-32.5
20,-7.96,-32.4
27.5,-11.9,-38.7
8.68,-12.1,-44.8
-20.5,-3.16,-42.9
-37.9,1.95,-40.7
-37.9,9.21,-36.4
-20.8,25,-21.5
-0.992,45.9,6.28
-0.754,60.9,30.6
-13.2,62.9,37
-12.2,65.2,44.3
5.67,65.7,56.5
21.3,59.1,59.9
24.5,51.5,58.8
22.3,41.3,51
19.7,26.3,31.5
13.5,6.33,5.55
3.58,-10.2,-12.2
-6.79,-18.6,-9.49
-12.2,-26.6,-3.88
-11.6,-30.7,-3.02
-10.5,-26.7,7.66
-11.4,-19.2,19.7
-17.5,-11.1,27.6
-27.7,-4.59,34
-39.7,-2.88,30.9
-49,-4.62,25.6
-43.5,-7.1,21.6
-21.6,-7.03,15.7
2.68,-1.56,13.1
6.36,6.97,11.2
-11.6,14.6,10.1
-25.8,19.2,11.6
-21.8,21.3,13.8
-4.93,22.8,16.9
3.98,22,21.5
3.74,18.2,25.5
8.14,16,29.5
11.5,15.1,34.6
12.9,16.5,34.4
7.29,21.8,35.3
-10.6,24.1,38.7
-22.6,23.5,36.2
-23.7,20.5,35.3
-27.5,9.28,32.2
-33.4,-7.79,21.7
-37.8,-23.7,12.1
-39.2,-32.6,8.38
-31.9,-37.6,10.5
-18,-41.6,14.4
-12.3,-40.7,20
-23.8,-38.1,25.6
-36.4,-35.2,30
-34.7,-30.7,34.9
-22.6,-26.8,37.7
-6.18,-23,40.4
7.95,-19.1,45.2
14.7,-16,49.1
21.2,-15,51.5
31.3,-14.8,52
36.6,-15.5,48.3
34.4,-17.9,39.4
32.1,-20.7,31
27.4,-24.8,25.5
15.4,-29.7,20.3
3.51,-35.5,18.8
1.3,-39.6,20.8
8.17,-41.5,21.7
7.28,-44.4,22.4
-7.43,-47.8,25.5
-19.9,-51.6,30
-20.6,-54.3,34.4
-14.1,-54,37.8
-12.7,-52.3,36.6
-18.9,-51.5,31.8
-23.2,-52.8,25.7
-23.7,-54.4,16.4
-26.8,-55.3,8.15
-33.8,-55,4.83
-31.7,-55.2,3.64
-16.2,-59.5,3.83
1.09,-63.9,4.16
13,-65.3,1.92
13.1,-66.9,-1.88
-1.09,-69.1,-7.6
-17.9,-71,-14.7
-21.9,-72.6,-20.6
-14,-75.2,-26.4
-6.29,-78.2,-30.2
-1.63,-79.1,-32.1
5.7,-80,-33.9
11.6,-81.6,-33.7
9.26,-80.7,-33.4
11.8,-75.7,-32.1
19.1,-68.1,-27.9
13.3,-57.6,-23.3
7.23,-46.5,-17.4
15.8,-38.5,-10.2
27.5,-32.2,-2.84
27.2,-24.7,4.96
14.5,-14,12.8
7.85,-0.485,21.7
13.6,14,29.2
19.2,27.5,32.7
17.2,39.5,32
19,47.1,25.3
34.6,45.8,12.4
43.4,40.2,-3.14
19.2,40,-15.8
-22.8,43.5,-25.1
-26.9,38.3,-34.2
10.4,24.2,-39.6
25.5,14.4,-42.7
13,10.8,-49.9
11.8,9.32,-58.5
21.4,10.4,-63.6
27.1,15.5,-66.4
22.1,24.8,-68.8
12.2,32.1,-70.5
7.21,34,-69.8
-3.5,35.1,-68.1
-19.6,39.4,-67.7
-15,44,-66.8
13.2,42.6,-62.6
29.1,39.8,-57.2
21.8,42.4,-51.2
19.3,45.5,-42.3
29.4,45.1,-30.5
30.6,43.5,-19.3
12,42.9,-11.3
-6.47,38.5,-4.37
-7.79,26,0.332
0.794,8.08,0.31
1.68,-7.32,-3.96
-18.3,-15.6,-9.36
-37.6,-21.2,-13.3
-34.8,-26.8,-18
-31.4,-29.2,-24
-37.8,-26.8,-28.8
-39,-22.3,-29
-31.9,-18.8,-26.6
-27.8,-14.9,-24
-32.1,-8.3,-19.4
-31.2,-1.53,-14.3
-16.3,3.31,-10.5
1.2,6.73,-8.41
8.09,8.42,-8.32
5.86,7.95,-9.27
3.19,4.68,-11.2
-0.0116,-1.03,-12.6
-11.5,-6.93,-13
-28.5,-10.8,-14.7
-36.8,-11.9,-18.5
-35.7,-10.6,-24.3
-31.6,-6.67,-31.1
-25.9,-2.51,-35
-25.1,-2.33,-36.7
-33.7,-5.94,-36.3
-47,-10.4,-32.5
-52.2,-14.7,-27.8
-47,-19.5,-22
-45.8,-23.3,-15.7
-53.4,-25.1,-7.91
-56.7,-25.7,2.18
-41.2,-23.8,13.3
-14.3,-16.2,24
1.53,-3.28,30.5
1.69,8.5,33.9
4.2,13.3,37.9
15.6,10.7,42.9
23.7,4.18,45.9
29.9,-3.92,43.2
38.5,-14.5,35.8
39.9,-24.5,28.3
37.1,-28.4,24.4
43,-29.1,22.3
47.5,-30.7,17.4
35.8,-29.6,10.3
22.2,-24.5,2.46
19.8,-16.4,-9.37
15.1,-4.35,-22.5
9.41,6.62,-28
17.9,10.3,-25.3
25,9.86,-21.8
16.6,11.3,-18.9
12.7,14.4,-14.9
23.3,14.8,-14
33,11.4,-18.2
35.3,7.4,-23.6
42.3,3.24,-27.3
58.1,-1.75,-28
69.1,-7.54,-25.4
61.9,-13.2,-18.8
57.4,-18.3,-8.58
76.2,-24.6,2.09
85.9,-28.8,7.71
64.7,-27.4,8.05
44.6,-24,7.66
43.3,-20.8,6.98
39.7,-15.2,4.9
28.1,-8.31,3.39
22.3,-4.2,4.43
17.1,-0.325,7.33
3.5,5.85,10.9
-12.5,11.8,15.5
-14.9,15.7,21.2
-0.93,18.7,25.6
8.33,22.5,26.2
1.6,27.5,24.7
-5.84,31.9,21.8
-0.635,34.5,16.9
0.991,35.1,10.8
-14.5,33.5,4.01
-24.9,29.4,-3.53
-11,21.7,-9.07
5.98,11,-11.1
0.0356,2.26,-13.3
-9.77,-1.99,-17.4
-4.56,-3,-22
-3.42,-0.0354,-27.4
-7.69,6.93,-32.4
-3.57,13.2,-35.4
-0.233,17.2,-38.8
-5.09,20.2,-43.3
-10.8,20.2,-47.5
-10.6,15.4,-51
-10.7,5.86,-52.1
-19.7,-5.95,-49.9
-21.8,-15.3,-43.7
-2.86,-21.8,-33.2
16.1,-25.6,-24.5
10.6,-26.2,-22.7
-7.3,-25.1,-21.5
-13.4,-24.1,-13.9
-13.9,-22.4,-3.85
-15.1,-19.8,5.7
-3.66,-18.6,14.2
13.5,-18,19.7
14.7,-16.1,22.1
4.46,-13,20.1
1.96,-9.15,15
5.22,-4.86,9.09
1.29,-0.223,-1.07
-2.32,4.34,-12.6
6.32,5.7,-20.1
17.4,2.93,-26.7
15.5,-1.82,-33.7
0.633,-7.04,-37.6
-15.2,-11.1,-35.7
-22,-15,-29.1
-18.4,-21.2,-22.5
-9.67,-25.4,-18
-0.253,-25.3,-14.4
8.77,-24.6,-13.2
11.6,-22.5,-12.4
1.89,-16.4,-11.2
-14.6,-6.29,-12.8
-27.9,5.54,-16.4
-29.9,14.5,-21.6
-19,18.5,-25.1
-11.5,19.9,-25.7
-14.6,20.4,-26.2
-20.5,19.1,-25.5
-35.4,18.3,-23.4
-51.6,23,-21.5
-39.2,30,-18.8
-6.2,33.2,-15.3
8.76,37,-15.1
3.56,44,-18.4
-2.02,48.1,-18.9
-11.7,50.9,-17.7
-26.8,57.8,-18.7
-31.7,64.4,-16
-26.9,67.6,-10.1
-19,71.2,-3.36
-15.6,72.9,7.24
-23.9,69.6,15.8
-25.6,63.7,20.8
-17.2,57.3,24.5
-12.1,53.6,24.3
-11,51.6,22.8
-18.1,49.4,21.5
-28.3,47,19.1
-29.8,43.6,18.8
-26.2,40.1,21.4
-24.1,36.6,23.8
-16.6,33.2,25.9
-0.644,30.5,28.8
8.75,28.8,30.5
7.15,28.7,29.4
8.45,27.4,25.6
17.9,25,21.3
23.6,23.7,15.2
